annee,mois,Région,Classe d'âge,Taux de passages aux urgences pour grippe,Taux d'hospitalisations après passages aux urgences pour grippe,Taux d'actes médicaux SOS médecins pour grippe
2024,6,Centre-Val de Loire,Tous âges,195.377327205,83.02581836425,4808.756581924999
2024,6,Corse,00-04 ans,630.6774108674999,1785.714285725,1580.424228675
2024,6,Corse,05-14 ans,418.39647119,0.0,3055.632450925
2024,6,Corse,15-64 ans,150.98662016525,0.0,1429.0115321875
2024,6,Corse,65 ans ou plus,180.63554902250002,189.4590567875,183.8235294125
2024,6,Corse,Tous âges,212.05495937999999,148.432138915,1601.7377256250002
2024,6,Grand Est,00-04 ans,56.29538555625,0.0,1184.18556184
2024,6,Grand Est,05-14 ans,57.93276800425,0.0,2764.8879285499997
2024,6,Grand Est,15-64 ans,133.4230209425,32.3513514185,3845.395056575
2024,6,Grand Est,65 ans ou plus,43.39119982375,50.64767194825001,1709.9468440750002
2024,6,Grand Est,Tous âges,93.65225282675,38.032865512,3044.0772251
2024,6,Guadeloupe,00-04 ans,655.214984955,0.0,
2024,6,Guadeloupe,05-14 ans,740.5533063325,1315.789473675,
2024,6,Guadeloupe,15-64 ans,322.8341824775,0.0,
2024,6,Guadeloupe,65 ans ou plus,68.1198910075,0.0,
2024,6,Guadeloupe,Tous âges,387.352213375,95.4198473275,
2024,6,Guyane,00-04 ans,5550.15529095,3740.3584392,
2024,6,Guyane,05-14 ans,2883.16186875,2012.882447675,
2024,6,Guyane,15-64 ans,2153.15958565,875.72759039,
2024,6,Guyane,65 ans ou plus,3265.7726597749997,1324.041811825,
2024,6,Guyane,Tous âges,2962.0426030500003,1505.3911809874999,
2024,6,Hauts-de-France,00-04 ans,97.89884389525,0.0,676.9871048475
2024,6,Hauts-de-France,05-14 ans,123.6175880255,141.64305949,1281.4247791525
2024,6,Hauts-de-France,15-64 ans,102.437887107,28.831579864250003,2003.5807308
2024,6,Hauts-de-France,65 ans ou plus,69.85417541925,84.15938529925,688.66938269
2024,6,Hauts-de-France,Tous âges,98.11667904625,59.65726036475,1581.041909225
2024,6,Martinique,00-04 ans,423.72881355,1282.05128205,0.0
2024,6,Martinique,05-14 ans,463.824976725,1250.0,2365.4773714700004
2024,6,Martinique,15-64 ans,159.9490089225,0.0,2929.562399205
2024,6,Martinique,65 ans ou plus,124.14926218000001,0.0,500.4412017925
2024,6,Martinique,Tous âges,215.8639983475,211.03005592,1830.30073381
2024,6,Mayotte,00-04 ans,0.0,0.0,
2024,6,Mayotte,05-14 ans,0.0,0.0,
2024,6,Mayotte,15-64 ans,0.0,0.0,
2024,6,Mayotte,65 ans ou plus,0.0,0.0,
2024,6,Mayotte,Tous âges,0.0,0.0,
2024,6,Normandie,00-04 ans,138.55442246500002,199.2316484625,708.6376522225
2024,6,Normandie,05-14 ans,173.3726436675,0.0,2912.291934575
2024,6,Normandie,15-64 ans,221.68554477499998,84.3809539025,4171.590664474999
2024,6,Normandie,65 ans ou plus,55.852392774,35.86800574,1409.64755654
2024,6,Normandie,Tous âges,167.8901915675,62.290853248999994,3162.992408125
2024,6,Nouvelle Aquitaine,00-04 ans,454.8758971425,296.73590505,1022.8038596675
2024,6,Nouvelle Aquitaine,05-14 ans,164.505523667,0.0,2662.4429978999997
2024,6,Nouvelle Aquitaine,15-64 ans,103.04478195200001,53.320510173,3279.469544175
2024,6,Nouvelle Aquitaine,65 ans ou plus,49.9302489575,59.1986061295,1061.04927331
2024,6,Nouvelle Aquitaine,Tous âges,121.875573445,65.1843468965,2594.208759725
2024,6,Occitanie,00-04 ans,34.978122356499995,0.0,2412.56144555
2024,6,Occitanie,05-14 ans,87.8372800695,0.0,2850.905822225
2024,6,Occitanie,15-64 ans,117.95596375,19.79414093425,3116.492577625
2024,6,Occitanie,65 ans ou plus,54.03332250375,14.947683109,1560.1850131925
2024,6,Occitanie,Tous âges,91.05370291624999,15.06931886675,2815.29026605
2024,6,Pays de la Loire,00-04 ans,103.91429298874999,0.0,712.1238149425
2024,6,Pays de la Loire,05-14 ans,77.094681384,218.09784467999998,2467.8807784749997
2024,6,Pays de la Loire,15-64 ans,98.6596341195,46.153846155,2145.75094555
2024,6,Pays de la Loire,65 ans ou plus,40.666384914750004,42.20596511,353.7018291575
2024,6,Pays de la Loire,Tous âges,81.40960339949999,52.8197853485,1660.407055325
2024,6,Provence-Alpes-Côte d'Azur,00-04 ans,91.471106909,115.6962079425,2360.638993175
2024,6,Provence-Alpes-Côte d'Azur,05-14 ans,102.26699886099999,0.0,4869.786899025
2024,6,Provence-Alpes-Côte d'Azur,15-64 ans,161.4724362725,132.27102937375,4839.079223125
2024,6,Provence-Alpes-Côte d'Azur,65 ans ou plus,41.021090301499996,22.91754951625,1987.2708061
2024,6,Provence-Alpes-Côte d'Azur,Tous âges,116.56784664625,70.51219473125,4050.1592094999996
2024,6,Réunion,00-04 ans,1125.3726810525,1583.7820716,
2024,6,Réunion,05-14 ans,1403.527116515,1166.894353375,
2024,6,Réunion,15-64 ans,475.28240697499996,148.78844534249998,
2024,6,Réunion,65 ans ou plus,709.97717153,760.7218363000001,
2024,6,Réunion,Tous âges,705.85255012,547.5763595225001,
2024,6,Île-de-France,00-04 ans,149.7882467675,119.6045848775,628.1552194625
2024,6,Île-de-France,05-14 ans,188.78535822999999,151.20447682,1618.871225595
2024,6,Île-de-France,15-64 ans,423.03078791,145.09818706574998,2666.428669175
2024,6,Île-de-France,65 ans ou plus,172.785813345,184.81529399625,1040.8710126175
2024,6,Île-de-France,Tous âges,312.6038952375,160.63070252125,1885.694475425
2024,7,Auvergne et Rhône-Alpes,00-04 ans,28.8919594152,89.41017165000001,893.9415456300001
2024,7,Auvergne et Rhône-Alpes,05-14 ans,62.461683626399996,0.0,1656.6258426979998
2024,7,Auvergne et Rhône-Alpes,15-64 ans,68.8677318044,14.311100883399998,1531.26349348
2024,7,Auvergne et Rhône-Alpes,65 ans ou plus,33.1544422204,39.1821858674,391.088132598
2024,7,Auvergne et Rhône-Alpes,Tous âges,55.903707970000006,31.156485971000002,1256.17155121
2024,7,Bourgogne et Franche-Comté,00-04 ans,54.543915008599996,0.0,213.767633618
2024,7,Bourgogne et Franche-Comté,05-14 ans,212.2957898492,314.656684992,798.129682196
2024,7,Bourgogne et Franche-Comté,15-64 ans,137.0374037492,0.0,1768.506669222
2024,7,Bourgogne et Franche-Comté,65 ans ou plus,92.1932128938,75.232317598,763.1637487840001
2024,7,Bourgogne et Franche-Comté,Tous âges,124.14510860440001,52.7387669566,1313.241984152
2024,7,Bretagne,00-04 ans,60.2539113628,0.0,1003.240525686
2024,7,Bretagne,05-14 ans,23.6703872324,0.0,1801.986880514
2024,7,Bretagne,15-64 ans,42.404086915,0.0,2151.77887492
2024,7,Bretagne,65 ans ou plus,57.5888900298,59.830615520799995,449.70244223400005
2024,7,Bretagne,Tous âges,46.761360776000004,32.4084922842,1675.48031467
2024,7,Centre-Val de Loire,00-04 ans,77.14375613,0.0,1026.991040664
2024,7,Centre-Val de Loire,05-14 ans,178.2969303862,126.58227848199999,5356.86888124
2024,7,Centre-Val de Loire,15-64 ans,182.73304820639999,38.428630436000006,3232.49384506
2024,7,Centre-Val de Loire,65 ans ou plus,42.289214104,31.688504261200002,1090.288048304
2024,7,Centre-Val de Loire,Tous âges,133.49554325460002,38.2013511208,2937.6564695
2024,7,Corse,00-04 ans,422.54174396199994,0.0,580.74966249
2024,7,Corse,05-14 ans,245.42991557,0.0,216.81445429799996
2024,7,Corse,15-64 ans,107.141531877,183.986803706,716.610798768
2024,7,Corse,65 ans ou plus,30.120481927999997,71.684587814,1152.5974026059998
2024,7,Corse,Tous âges,125.87685710139999,109.08658886399999,676.9341562980001
2024,7,Grand Est,00-04 ans,54.3856999028,0.0,1113.489806096
2024,7,Grand Est,05-14 ans,46.0196987008,0.0,1814.54237234
2024,7,Grand Est,15-64 ans,104.95611240819998,17.0878433348,2840.8570534
2024,7,Grand Est,65 ans ou plus,41.4827923978,35.6092972802,1158.357831502
2024,7,Grand Est,Tous âges,77.719199935,24.620324166400003,2258.82033404
2024,7,Guadeloupe,00-04 ans,614.72779614,2197.80219782,
2024,7,Guadeloupe,05-14 ans,359.36546675,0.0,
2024,7,Guadeloupe,15-64 ans,198.265186852,0.0,
2024,7,Guadeloupe,65 ans ou plus,0.0,0.0,
2024,7,Guadeloupe,Tous âges,237.8108992632,152.673979866,
2024,7,Guyane,00-04 ans,3337.25622164,740.74074074,
2024,7,Guyane,05-14 ans,1169.6761199979999,1052.63157894,
2024,7,Guyane,15-64 ans,1249.493765484,663.37719298,
2024,7,Guyane,65 ans ou plus,1637.138188608,1830.0746872199998,
2024,7,Guyane,Tous âges,1627.690332334,908.2601015460001,
2024,7,Hauts-de-France,00-04 ans,55.325347147399995,0.0,479.255036098
2024,7,Hauts-de-France,05-14 ans,79.3100843348,71.684587814,1008.5223735
2024,7,Hauts-de-France,15-64 ans,86.5397081296,23.7381038372,1525.3174844760001
2024,7,Hauts-de-France,65 ans ou plus,36.051222954,49.9200923548,692.7352178499999
2024,7,Hauts-de-France,Tous âges,71.1378641658,37.3720827958,1230.723035556
2024,7,Martinique,00-04 ans,0.0,0.0,1131.11545988
2024,7,Martinique,05-14 ans,0.0,0.0,2384.04198244
2024,7,Martinique,15-64 ans,189.592979988,0.0,3072.9723409400003
2024,7,Martinique,65 ans ou plus,0.0,0.0,1274.960387282
2024,7,Martinique,Tous âges,93.4196583066,0.0,2306.92342986
2024,7,Mayotte,00-04 ans,0.0,0.0,
2024,7,Mayotte,05-14 ans,0.0,0.0,
2024,7,Mayotte,15-64 ans,132.45033112599998,0.0,
2024,7,Mayotte,65 ans ou plus,0.0,0.0,
2024,7,Mayotte,Tous âges,74.074074074,0.0,
2024,7,Normandie,00-04 ans,63.2768928046,0.0,862.609074086
2024,7,Normandie,05-14 ans,63.07833538039999,237.09315376000004,1921.7293613400002
2024,7,Normandie,15-64 ans,112.75873322,13.7268359644,3093.80964408
2024,7,Normandie,65 ans ou plus,62.2668197912,62.1548924524,1216.5044027620002
2024,7,Normandie,Tous âges,90.06579463979999,48.2527789134,2418.18525856
2024,7,Nouvelle Aquitaine,00-04 ans,285.56174615099997,188.705050224,1056.252225498
2024,7,Nouvelle Aquitaine,05-14 ans,128.0354084244,74.626865672,2224.95630052
2024,7,Nouvelle Aquitaine,15-64 ans,101.16028276360001,75.36120244840001,2765.7303461399997
2024,7,Nouvelle Aquitaine,65 ans ou plus,42.2200161476,20.7453310902,942.863169082
2024,7,Nouvelle Aquitaine,Tous âges,100.1226292134,51.4105952676,2236.85389528
2024,7,Occitanie,00-04 ans,70.57623586240001,0.0,1504.9959184000002
2024,7,Occitanie,05-14 ans,81.73005871699999,0.0,1651.650129248
2024,7,Occitanie,15-64 ans,103.0557159838,30.852248295200003,2113.90583808
2024,7,Occitanie,65 ans ou plus,48.923867923399996,41.954880956,891.035584168
2024,7,Occitanie,Tous âges,84.3938614696,33.5245454806,1820.55121546
2024,7,Pays de la Loire,00-04 ans,47.606479974799996,0.0,653.071329476
2024,7,Pays de la Loire,05-14 ans,25.477707006,0.0,1946.6788258259999
2024,7,Pays de la Loire,15-64 ans,83.1011003922,27.4101493614,1646.132592264
2024,7,Pays de la Loire,65 ans ou plus,32.0679678068,23.654642224,428.355984094
2024,7,Pays de la Loire,Tous âges,59.359827828200004,22.8252066126,1297.990760366
2024,7,Provence-Alpes-Côte d'Azur,00-04 ans,47.5112968422,0.0,2408.474467562
2024,7,Provence-Alpes-Côte d'Azur,05-14 ans,86.54908572240001,0.0,3278.94447544
2024,7,Provence-Alpes-Côte d'Azur,15-64 ans,122.7520770892,64.3112135284,4570.23669822
2024,7,Provence-Alpes-Côte d'Azur,65 ans ou plus,48.6221119784,71.319929026,2374.54255434
2024,7,Provence-Alpes-Côte d'Azur,Tous âges,92.3394324664,60.6916077406,3708.7551577799995
2024,7,Réunion,00-04 ans,1587.2020207,1265.7646684,
2024,7,Réunion,05-14 ans,1032.9953858439999,606.06060606,
2024,7,Réunion,15-64 ans,605.55143653,364.335737164,
2024,7,Réunion,65 ans ou plus,884.373343338,748.775624292,
2024,7,Réunion,Tous âges,828.538510268,589.988374526,
2024,7,Île-de-France,00-04 ans,152.8767969794,283.326596692,409.4629419256
2024,7,Île-de-France,05-14 ans,203.213329194,160.02886809,837.5571795579999
2024,7,Île-de-France,15-64 ans,305.96870408,89.50389295,1583.751783832
2024,7,Île-de-France,65 ans ou plus,116.6156285156,87.9343847504,401.76828975999996
2024,7,Île-de-France,Tous âges,243.956884914,110.85294979860001,1116.363163292
2024,8,Auvergne et Rhône-Alpes,00-04 ans,13.26975215625,0.0,595.64082166
2024,8,Auvergne et Rhône-Alpes,05-14 ans,31.206030191750003,76.9230769225,902.4544630275
2024,8,Auvergne et Rhône-Alpes,15-64 ans,69.30615503125,37.095932156749996,1430.0865926075
2024,8,Auvergne et Rhône-Alpes,65 ans ou plus,44.55501274675,31.50127358425,395.558901
2024,8,Auvergne et Rhône-Alpes,Tous âges,54.942700363750006,34.03037080525,1088.2269992699999
2024,8,Bourgogne et Franche-Comté,00-04 ans,74.6345130445,0.0,355.759674455
2024,8,Bourgogne et Franche-Comté,05-14 ans,100.24699440825,0.0,1095.1771884999998
2024,8,Bourgogne et Franche-Comté,15-64 ans,126.0406648105,61.470425159499996,1823.1210051
2024,8,Bourgogne et Franche-Comté,65 ans ou plus,26.864792288,0.0,605.4000535125
2024,8,Bourgogne et Franche-Comté,Tous âges,90.18762215,22.656064358000002,1418.459379825
2024,8,Bretagne,00-04 ans,38.7596899225,0.0,426.9779863425
2024,8,Bretagne,05-14 ans,17.730496454,0.0,1749.19378125
2024,8,Bretagne,15-64 ans,34.192780844,15.006002401,1737.6669553725
2024,8,Bretagne,65 ans ou plus,28.080981883249997,58.7623864385,323.549758385
2024,8,Bretagne,Tous âges,31.5125756765,37.13073561,1351.419637175
2024,8,Centre-Val de Loire,00-04 ans,186.50748021025,0.0,2065.1636723075
2024,8,Centre-Val de Loire,05-14 ans,179.48567123475,0.0,5018.695566525
2024,8,Centre-Val de Loire,15-64 ans,116.16508532750001,0.0,3317.971703475
2024,8,Centre-Val de Loire,65 ans ou plus,29.0788463365,57.85856608774999,2006.2252405
2024,8,Centre-Val de Loire,Tous âges,105.6811017385,29.74409523725,3224.4936010250003
2024,8,Corse,00-04 ans,196.8503937,0.0,632.5182150875
2024,8,Corse,05-14 ans,220.84238461500001,0.0,690.67929152
2024,8,Corse,15-64 ans,107.866203714,0.0,441.78258879
2024,8,Corse,65 ans ou plus,71.41038048,95.4198473275,0.0
2024,8,Corse,Tous âges,120.77617541875,45.7038391225,444.7556318125
2024,8,Grand Est,00-04 ans,124.2207471795,186.56716418,1068.46085201
2024,8,Grand Est,05-14 ans,102.45696178775,0.0,2006.0171684000002
2024,8,Grand Est,15-64 ans,112.23914031125,56.14071380925,2371.698229175
2024,8,Grand Est,65 ans ou plus,46.94950599925,53.506529892,1396.4549389575
2024,8,Grand Est,Tous âges,94.71181083524999,59.202999281000004,2050.607092675
2024,8,Guadeloupe,00-04 ans,559.7977174875,0.0,
2024,8,Guadeloupe,05-14 ans,0.0,0.0,
2024,8,Guadeloupe,15-64 ans,179.37055083500002,0.0,
2024,8,Guadeloupe,65 ans ou plus,0.0,0.0,
2024,8,Guadeloupe,Tous âges,168.63081410575,0.0,
2024,8,Guyane,00-04 ans,2899.610507975,595.23809525,
2024,8,Guyane,05-14 ans,170.06802721,0.0,
2024,8,Guyane,15-64 ans,861.550948125,376.7065088075,
2024,8,Guyane,65 ans ou plus,159.23566879,0.0,
2024,8,Guyane,Tous âges,1030.87844759,308.8523100575,
2024,8,Hauts-de-France,00-04 ans,157.419884085,275.678798795,349.95489788500004
2024,8,Hauts-de-France,05-14 ans,56.157140044,0.0,877.9041429575
2024,8,Hauts-de-France,15-64 ans,97.10782402925,60.7738221515,1360.066264425
2024,8,Hauts-de-France,65 ans ou plus,40.838307954499996,36.2656002535,534.89758807
2024,8,Hauts-de-France,Tous âges,84.96209954125,56.446764143500005,1109.6203409475
2024,8,Martinique,00-04 ans,163.39869281,0.0,510.204081625
2024,8,Martinique,05-14 ans,183.8235294125,0.0,667.1410781
2024,8,Martinique,15-64 ans,359.7036228425,160.2564102575,1601.6082566750001
2024,8,Martinique,65 ans ou plus,61.274509805,0.0,330.1533857075
2024,8,Martinique,Tous âges,234.12671462999998,65.789473685,1057.0065138425
2024,8,Mayotte,00-04 ans,0.0,0.0,
2024,8,Mayotte,05-14 ans,0.0,0.0,
2024,8,Mayotte,15-64 ans,0.0,0.0,
2024,8,Mayotte,65 ans ou plus,0.0,0.0,
2024,8,Mayotte,Tous âges,0.0,0.0,
2024,8,Normandie,00-04 ans,57.621768577,0.0,945.5161420125
2024,8,Normandie,05-14 ans,49.54620617725,0.0,1704.9220011500001
2024,8,Normandie,15-64 ans,107.847248646,64.9205613385,2595.582128225
2024,8,Normandie,65 ans ou plus,42.04898283375,74.8029417445,911.2209053275
2024,8,Normandie,Tous âges,80.696934606,64.9982497955,2120.010623975
2024,8,Nouvelle Aquitaine,00-04 ans,271.60173847,201.612903225,941.650423275
2024,8,Nouvelle Aquitaine,05-14 ans,127.72301243075,83.89261745,1831.758101525
2024,8,Nouvelle Aquitaine,15-64 ans,81.10942112775,42.693684528999995,2531.5376467
2024,8,Nouvelle Aquitaine,65 ans ou plus,57.124132657000004,72.6699650825,931.0460448174999
2024,8,Nouvelle Aquitaine,Tous âges,91.86405882875,65.839197393,2066.09922035
2024,8,Occitanie,00-04 ans,145.533160484,0.0,1049.0710158900001
2024,8,Occitanie,05-14 ans,82.00813648825,164.257201425,1289.1075141575
2024,8,Occitanie,15-64 ans,110.99944175525,49.31100032925,2528.782953375
2024,8,Occitanie,65 ans ou plus,66.68891314675,46.836149102250005,580.48868241
2024,8,Occitanie,Tous âges,99.247704776,50.920963358,1944.7314411
2024,8,Pays de la Loire,00-04 ans,87.67660961725,0.0,465.01917401
2024,8,Pays de la Loire,05-14 ans,74.9874723405,0.0,905.54623849
2024,8,Pays de la Loire,15-64 ans,65.72709352174999,16.436554898,1175.2941339650001
2024,8,Pays de la Loire,65 ans ou plus,34.8725455,29.4036886975,173.4243423475
2024,8,Pays de la Loire,Tous âges,60.116631580974996,21.3115993155,859.9776017
2024,8,Provence-Alpes-Côte d'Azur,00-04 ans,70.38083360774999,188.59614459,2008.284508225
2024,8,Provence-Alpes-Côte d'Azur,05-14 ans,104.55633457925,71.0227272725,2537.989272025
2024,8,Provence-Alpes-Côte d'Azur,15-64 ans,129.966618469,73.9672651235,3984.831106025
2024,8,Provence-Alpes-Côte d'Azur,65 ans ou plus,62.238844339,60.9834165365,2186.46282025
2024,8,Provence-Alpes-Côte d'Azur,Tous âges,103.64535727675,74.40484891375,3260.248856225
2024,8,Réunion,00-04 ans,1101.551121745,933.932895175,
2024,8,Réunion,05-14 ans,474.8259143375,1922.523041475,
2024,8,Réunion,15-64 ans,523.33264523,406.3533246975,
2024,8,Réunion,65 ans ou plus,450.288318605,430.31866967999997,
2024,8,Réunion,Tous âges,567.484306435,492.85579293750004,
2024,8,Île-de-France,00-04 ans,124.10999453624999,274.3587675925,360.1017460945
2024,8,Île-de-France,05-14 ans,142.1909045175,105.93220339,403.23058266249996
2024,8,Île-de-France,15-64 ans,265.12977845499995,97.99331886525,944.43637958
2024,8,Île-de-France,65 ans ou plus,81.02341690275,38.033160685750005,276.17032373025
2024,8,Île-de-France,Tous âges,202.9839941025,86.24851034875,694.2108124025
2024,9,Auvergne et Rhône-Alpes,00-04 ans,69.9938428936,92.08816997,949.134490604
2024,9,Auvergne et Rhône-Alpes,05-14 ans,54.87108450979999,0.0,2410.43490178
2024,9,Auvergne et Rhône-Alpes,15-64 ans,103.55843383240001,14.6497935358,2958.22788702
2024,9,Auvergne et Rhône-Alpes,65 ans ou plus,65.24104043039999,63.567546435,936.36395891
2024,9,Auvergne et Rhône-Alpes,Tous âges,85.7027634714,44.8194973052,2276.1074954200003
2024,9,Bourgogne et Franche-Comté,00-04 ans,107.02771615239999,112.35955056200001,522.519618746
2024,9,Bourgogne et Franche-Comté,05-14 ans,196.13050445,121.21212121200001,2899.6620163400003
2024,9,Bourgogne et Franche-Comté,15-64 ans,303.781531364,66.63363716479999,3337.7152022
2024,9,Bourgogne et Franche-Comté,65 ans ou plus,81.0079398086,60.7524204198,1389.65895439
2024,9,Bourgogne et Franche-Comté,Tous âges,209.21755559,69.9351243108,2707.03843112
2024,9,Bretagne,00-04 ans,35.211267606,0.0,1017.2336663680001
2024,9,Bretagne,05-14 ans,33.9155793246,156.25,1547.9849139140001
2024,9,Bretagne,15-64 ans,78.5631924482,37.9199141026,3730.7441202
2024,9,Bretagne,65 ans ou plus,101.8930668448,135.3881442548,1192.6312236400001
2024,9,Bretagne,Tous âges,76.7716308488,94.24452461519999,2741.5208410799996
2024,9,Centre-Val de Loire,00-04 ans,277.9599721738,0.0,718.634423888
2024,9,Centre-Val de Loire,05-14 ans,317.029955998,0.0,7547.3218314
2024,9,Centre-Val de Loire,15-64 ans,148.843141442,19.342359767799998,10389.218214479999
2024,9,Centre-Val de Loire,65 ans ou plus,64.124837723,75.1540630782,3676.22554444
2024,9,Centre-Val de Loire,Tous âges,165.9197523692,45.3380263164,8142.9989266
2024,9,Corse,00-04 ans,483.72513562200004,0.0,433.30830830800005
2024,9,Corse,05-14 ans,0.0,0.0,420.45047151
2024,9,Corse,15-64 ans,93.3792826182,126.58227848199999,620.91187834
2024,9,Corse,65 ans ou plus,87.026750838,0.0,344.96618905799994
2024,9,Corse,Tous âges,112.3896950028,44.24778761,549.310415476
2024,9,Grand Est,00-04 ans,251.82480588779998,113.63636363600001,1524.67009736
2024,9,Grand Est,05-14 ans,104.27386735760001,72.99270073,3744.6638688
2024,9,Grand Est,15-64 ans,152.7893695196,25.830953314800002,5228.5188653
2024,9,Grand Est,65 ans ou plus,104.4626743046,87.343194471,1993.9260130399998
2024,9,Grand Est,Tous âges,143.8690909602,64.18078465260001,4104.91443076
2024,9,Guadeloupe,00-04 ans,171.942446044,0.0,
2024,9,Guadeloupe,05-14 ans,352.09235208999996,0.0,
2024,9,Guadeloupe,15-64 ans,164.781495844,190.476190476,
2024,9,Guadeloupe,65 ans ou plus,0.0,0.0,
2024,9,Guadeloupe,Tous âges,151.7916168984,72.20216606400001,
2024,9,Guyane,00-04 ans,3109.77406738,1333.6951801999999,
2024,9,Guyane,05-14 ans,838.152093684,0.0,
2024,9,Guyane,15-64 ans,349.836962792,0.0,
2024,9,Guyane,65 ans ou plus,139.86013986,0.0,
2024,9,Guyane,Tous âges,884.5435608619998,219.51432530800002,
2024,9,Hauts-de-France,00-04 ans,130.3978468762,163.964337202,620.691070462
2024,9,Hauts-de-France,05-14 ans,104.0692805918,55.096418732,1920.16077026
2024,9,Hauts-de-France,15-64 ans,144.478896786,22.1837847166,3016.8774057
2024,9,Hauts-de-France,65 ans ou plus,92.8908561904,131.143659252,1145.630436572
2024,9,Hauts-de-France,Tous âges,126.7885130114,83.2768037982,2330.85144068
2024,9,Martinique,00-04 ans,230.481318538,0.0,571.42857142
2024,9,Martinique,05-14 ans,0.0,0.0,1402.60390052
2024,9,Martinique,15-64 ans,207.073323312,140.845070422,1224.1623367299999
2024,9,Martinique,65 ans ou plus,142.121309494,0.0,240.96385542
2024,9,Martinique,Tous âges,164.56346091519998,51.15089514,964.051888702
2024,9,Mayotte,00-04 ans,0.0,0.0,
2024,9,Mayotte,05-14 ans,263.15789473999996,0.0,
2024,9,Mayotte,15-64 ans,91.743119266,0.0,
2024,9,Mayotte,65 ans ou plus,0.0,0.0,
2024,9,Mayotte,Tous âges,116.82624750800001,0.0,
2024,9,Normandie,00-04 ans,106.42590020380001,0.0,1272.222231244
2024,9,Normandie,05-14 ans,67.97302032299999,0.0,3846.54671132
2024,9,Normandie,15-64 ans,227.30784927,38.950951772,5633.78239884
2024,9,Normandie,65 ans ou plus,104.2323449848,105.2575224512,1352.827218044
2024,9,Normandie,Tous âges,165.2943936264,68.34079626180001,4312.6733508199995
2024,9,Nouvelle Aquitaine,00-04 ans,630.8455283659999,571.8013435400001,1051.735372346
2024,9,Nouvelle Aquitaine,05-14 ans,184.422678778,222.22222222,3031.27082174
2024,9,Nouvelle Aquitaine,15-64 ans,129.4497292978,69.0878097108,4396.53691652
2024,9,Nouvelle Aquitaine,65 ans ou plus,73.6891111704,83.4409060882,1256.8767405419999
2024,9,Nouvelle Aquitaine,Tous âges,156.470828012,105.39573739759999,3370.73757244
2024,9,Occitanie,00-04 ans,194.12193345400001,158.86952942800002,1594.9724304400002
2024,9,Occitanie,05-14 ans,111.7115990472,0.0,2292.76128556
2024,9,Occitanie,15-64 ans,143.210614902,41.4732947192,3084.13714006
2024,9,Occitanie,65 ans ou plus,82.0634046258,101.524115494,928.213029406
2024,9,Occitanie,Tous âges,127.644195784,77.4694901124,2522.6400208200002
2024,9,Pays de la Loire,00-04 ans,48.141217712,0.0,467.2843241439999
2024,9,Pays de la Loire,05-14 ans,81.9935662972,0.0,2021.6366493199998
2024,9,Pays de la Loire,15-64 ans,117.16408598299999,64.34684684700001,2550.64967646
2024,9,Pays de la Loire,65 ans ou plus,33.110738807000004,47.5634291802,484.27733997000007
2024,9,Pays de la Loire,Tous âges,84.2524585656,49.5792144552,1820.6850782400002
2024,9,Provence-Alpes-Côte d'Azur,00-04 ans,122.79608840680001,43.66812227,2979.89302958
2024,9,Provence-Alpes-Côte d'Azur,05-14 ans,165.4817997678,52.356020942,6477.84928734
2024,9,Provence-Alpes-Côte d'Azur,15-64 ans,170.439977024,134.706777464,7526.169367799999
2024,9,Provence-Alpes-Côte d'Azur,65 ans ou plus,59.4636998536,70.7619300314,3699.426549
2024,9,Provence-Alpes-Côte d'Azur,Tous âges,135.13234136199998,92.4208086616,6149.1658287400005
2024,9,Réunion,00-04 ans,2552.93016374,2018.1595949000002,
2024,9,Réunion,05-14 ans,1852.273275314,312.5,
2024,9,Réunion,15-64 ans,705.8708612739999,615.62495892,
2024,9,Réunion,65 ans ou plus,493.977351156,600.7197967079999,
2024,9,Réunion,Tous âges,1079.019215132,708.756595424,
2024,9,Île-de-France,00-04 ans,99.49328920319999,95.5620109472,510.31752901
2024,9,Île-de-France,05-14 ans,118.3624156976,103.00124614199999,1365.196844646
2024,9,Île-de-France,15-64 ans,381.930518408,142.9241845212,2539.77219236
2024,9,Île-de-France,65 ans ou plus,147.65803220200002,182.6241892652,1112.9458582359998
2024,9,Île-de-France,Tous âges,270.44007394,150.458357024,1834.976065718
2024,10,Auvergne et Rhône-Alpes,00-04 ans,78.7549694945,0.0,1086.376731885
2024,10,Auvergne et Rhône-Alpes,05-14 ans,98.51798259825,0.0,2479.1932070499997
2024,10,Auvergne et Rhône-Alpes,15-64 ans,133.374662422,19.14241960175,2870.4253418999997
2024,10,Auvergne et Rhône-Alpes,65 ans ou plus,78.14862071225,72.732963085,975.572055945
2024,10,Auvergne et Rhône-Alpes,Tous âges,110.36478173025,46.4599837755,2231.4299243
2024,10,Bourgogne et Franche-Comté,00-04 ans,182.1924877925,142.045454545,859.480879355
2024,10,Bourgogne et Franche-Comté,05-14 ans,312.6245164525,563.909774425,2002.391729375
2024,10,Bourgogne et Franche-Comté,15-64 ans,252.30903336,40.4216662745,3510.423595725
2024,10,Bourgogne et Franche-Comté,65 ans ou plus,134.546440393,103.4994444605,1190.1150159125
2024,10,Bourgogne et Franche-Comté,Tous âges,218.0085541025,100.6741475595,2664.22043425
2024,10,Bretagne,00-04 ans,243.5535928,0.0,1270.9643224125
2024,10,Bretagne,05-14 ans,69.05863141750001,0.0,1704.874295675
2024,10,Bretagne,15-64 ans,98.67279015275,91.99778098975,3054.865431475
